episode,timestep,reward
7,2000,-9.5965
15,4000,-9.6556
18,6000,9.1077
24,8000,19.6146
30,10000,24.0527
37,12000,24.3358
46,14000,31.8792
59,16000,15.7923
66,18000,27.2292
70,20000,35.7315
76,22000,42.0777
85,24000,37.1499
94,26000,36.3522
103,28000,39.7315
109,30000,50.8828
115,32000,43.9355
121,34000,47.204
128,36000,44.5414
137,38000,26.8258
146,40000,46.0943
158,42000,36.6573
164,44000,66.1987
176,46000,31.655
185,48000,55.0619
196,50000,31.0126
204,52000,61.8146
221,54000,23.2821
232,56000,39.5641
239,58000,64.5969
249,60000,50.7212
265,62000,23.5216
275,64000,40.9392
294,66000,20.9379
307,68000,41.161
318,70000,50.6273
337,72000,30.3181
352,74000,46.4392
367,76000,36.9656
381,78000,38.7539
392,80000,48.9769
401,82000,58.12
409,84000,64.8493
415,86000,70.6142
422,88000,59.8134
430,90000,54.6635
441,92000,55.4292
450,94000,62.2772
463,96000,41.4873
472,98000,78.0504
480,100000,69.3388
492,102000,47.0816
499,104000,68.6441
504,106000,94.2503
511,108000,81.1808
522,110000,60.1743
534,112000,51.8711
542,114000,79.817
551,116000,66.499
562,118000,57.4379
573,120000,71.4769
585,122000,60.6722
598,124000,69.8025
611,126000,67.2791
625,128000,62.7625
638,130000,64.1787
650,132000,79.8483
665,134000,56.9221
680,136000,57.8611
694,138000,59.7371
707,140000,67.411
719,142000,72.6923
731,144000,69.269
743,146000,63.6513
753,148000,74.2796
765,150000,83.9693
774,152000,97.8013
785,154000,63.4368
795,156000,77.9305
806,158000,68.9674
818,160000,73.6659
828,162000,72.5513
838,164000,105.5071
850,166000,81.2066
860,168000,66.2185
870,170000,79.941
879,172000,87.3768
887,174000,90.0644
896,176000,111.7105
906,178000,65.9103
916,180000,83.2878
926,182000,93.8745
936,184000,85.6787
947,186000,74.8328
958,188000,83.3701
968,190000,102.1755
978,192000,79.6119
988,194000,81.2899
997,196000,99.1028
1008,198000,75.4688
1017,200000,73.2654
1028,202000,83.392
1038,204000,75.0098
1048,206000,91.7234
1060,208000,76.3105
1072,210000,81.297
1083,212000,84.4579
1093,214000,99.3161
1105,216000,69.1018
1118,218000,57.1752
1133,220000,64.7183
1146,222000,71.4366
1156,224000,81.6667
1166,226000,71.5946
1176,228000,101.8745
1185,230000,80.07
1194,232000,72.889
1205,234000,86.5672
1214,236000,105.6341
1224,238000,94.9242
1235,240000,69.3483
1246,242000,99.5388
1258,244000,68.4381
1271,246000,72.3741
1283,248000,74.2529
1296,250000,77.2777
1308,252000,72.9344
1319,254000,85.8475
