episode,timestep,reward
2,2000,6.0253
4,4000,8.6728
6,6000,11.0101
9,8000,6.3779
11,10000,13.7076
13,12000,13.818
16,14000,8.075
18,16000,14.7323
21,18000,12.9797
24,20000,13.8612
26,22000,27.2783
28,24000,18.2416
32,26000,26.4529
35,28000,24.548
38,30000,30.8745
43,32000,17.1302
49,34000,10.2667
52,36000,28.8094
57,38000,26.1798
60,40000,33.0512
64,42000,44.1627
68,44000,33.9888
72,46000,47.1805
76,48000,37.0648
87,50000,14.6389
95,52000,39.3083
111,54000,18.6634
126,56000,19.872
140,58000,20.1678
152,60000,26.0093
168,62000,22.4147
181,64000,22.0086
199,66000,18.6524
216,68000,23.0399
229,70000,22.1746
244,72000,23.3923
258,74000,27.4944
272,76000,24.3212
291,78000,22.1719
304,80000,28.0892
320,82000,25.6933
337,84000,22.8088
351,86000,22.3466
371,88000,21.272
384,90000,24.0515
405,92000,17.2355
421,94000,23.2301
440,96000,17.6904
452,98000,41.0704
466,100000,27.9957
484,102000,22.289
503,104000,24.42
526,106000,22.6567
550,108000,17.1657
568,110000,34.3512
598,112000,13.9292
626,114000,16.017
646,116000,33.3894
671,118000,24.0299
696,120000,20.9402
723,122000,24.666
750,124000,21.0188
778,126000,20.4926
808,128000,23.2988
841,130000,14.6537
869,132000,22.6106
898,134000,19.8942
923,136000,25.7193
952,138000,22.0628
975,140000,26.6655
999,142000,31.026
1032,144000,17.6464
1064,146000,19.6585
1093,148000,22.8645
1122,150000,19.5758
1145,152000,30.5994
1174,154000,18.6347
1198,156000,25.8741
1226,158000,20.1109
1253,160000,22.0517
1281,162000,19.6404
1312,164000,17.1355
1335,166000,28.6038
1361,168000,22.2218
1388,170000,22.2903
1418,172000,18.6593
1449,174000,13.7241
1473,176000,30.9081
1496,178000,30.6432
1521,180000,27.3896
1546,182000,28.01
1575,184000,22.3129
1599,186000,26.7456
1625,188000,23.8548
1649,190000,28.3821
1675,192000,21.8298
1701,194000,23.9291
1730,196000,17.3355
1758,198000,23.894
1781,200000,27.7428
1808,202000,29.4132
1835,204000,24.4685
1868,206000,19.0909
1895,208000,23.4533
1923,210000,28.4985
1951,212000,24.0422
1979,214000,26.1671
2008,216000,23.462
2036,218000,25.497
2067,220000,19.9758
2094,222000,25.8452
2125,224000,19.367
2148,226000,29.0576
2172,228000,26.7784
2197,230000,30.2636
2226,232000,19.8862
2256,234000,18.8799
2285,236000,21.5268
2314,238000,24.5128
2343,240000,20.7043
2367,242000,32.636
2393,244000,27.5353
2415,246000,31.8164
2439,248000,23.6637
2464,250000,22.4513
2487,252000,27.2499
2513,254000,21.5841
2536,256000,31.3124
2560,258000,26.3884
2581,260000,29.8598
2612,262000,20.1216
2639,264000,23.9362
2666,266000,25.7666
2693,268000,24.2298
2721,270000,24.5473
2743,272000,35.9014
2769,274000,27.8671
2799,276000,20.7215
2828,278000,24.5822
2853,280000,33.9121
2884,282000,24.6367
2912,284000,27.3443
2940,286000,28.8533
2965,288000,34.8095
2996,290000,24.2933
3026,292000,24.4983
3058,294000,19.4401
3084,296000,28.6556
3111,298000,30.6336
3139,300000,27.0469
3168,302000,20.6534
3197,304000,19.8359
3224,306000,25.7941
3251,308000,22.36
3279,310000,21.975
3307,312000,21.1463
3326,314000,41.0994
3350,316000,23.7231
3372,318000,27.5612
3395,320000,24.6582
3418,322000,22.7051
3444,324000,22.5329
3458,326000,45.3498
3475,328000,35.9979
3496,330000,27.029
3517,332000,25.6268
3537,334000,30.0527
3559,336000,28.3717
3581,338000,30.4144
3603,340000,27.2593
3628,342000,22.5363
3645,344000,41.4733
3665,346000,25.13
3688,348000,26.8456
3709,350000,25.1488
3726,352000,33.8279
3744,354000,37.4456
3762,356000,36.347
3781,358000,28.1985
3803,360000,24.0179
3825,362000,22.5608
3849,364000,22.0472
3866,366000,39.0932
3884,368000,36.1923
3903,370000,36.4501
3923,372000,33.2135
3945,374000,35.8686
3966,376000,27.7217
3988,378000,35.2691
4012,380000,25.6059
4035,382000,26.2079
4054,384000,38.1246
4070,386000,42.9667
4090,388000,31.131
4112,390000,25.5947
4134,392000,26.1908
4155,394000,27.8636
4174,396000,29.2181
4196,398000,26.3307
4216,400000,31.3156
4241,402000,26.3819
4263,404000,28.0768
4285,406000,36.164
4309,408000,28.5564
4334,410000,28.6313
4360,412000,27.617
4385,414000,30.9789
4410,416000,27.5059
4437,418000,27.5671
4460,420000,35.1081
4487,422000,26.3201
4514,424000,25.9396
4539,426000,29.9779
