episode,timestep,reward
1,2000,7.2557
3,4000,10.0405
6,6000,12.224
8,8000,13.2002
10,10000,21.9017
12,12000,33.9511
17,14000,7.5814
22,16000,21.5344
27,18000,24.3631
31,20000,32.8422
