episode,timestep,reward
1,2000,10.2186
3,4000,27.1208
5,6000,32.6421
7,8000,25.924
9,10000,26.0886
11,12000,5.9116
13,14000,26.0039
15,16000,24.7839
17,18000,25.6239
19,20000,27.0369
21,22000,30.692
23,24000,25.4138
25,26000,23.3705
27,28000,23.6279
29,30000,31.7949
31,32000,30.8264
33,34000,20.8383
35,36000,18.9473
37,38000,31.4219
39,40000,18.2336
41,42000,26.8997
43,44000,25.9834
45,46000,26.4859
47,48000,30.2716
49,50000,17.3477
51,52000,25.8902
